Unnamed: 0.1,Unnamed: 0,REF_DATE,GEO,DGUID,Gender,Type of corporation,Country,Industry,Size of enterprise,Executive,UNIT,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
255122,2131122,2020,Nova Scotia,2021A000212,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693284,4.1.1.2.4.1.2.1,23.0,,,,0
255162,2131162,2020,Nova Scotia,2021A000212,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694409,4.1.1.2.5.1.2.1,10.0,,,,0
255202,2131202,2020,Nova Scotia,2021A000212,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694634,4.1.1.2.6.1.2.1,0.0,,,,0
255242,2131242,2020,Nova Scotia,2021A000212,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694184,4.1.1.2.7.1.2.1,11.0,,,,0
255282,2131282,2020,Nova Scotia,2021A000212,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694859,4.1.1.2.8.1.2.1,0.0,,,,0
255322,2131322,2020,Nova Scotia,2021A000212,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693959,4.1.1.2.9.1.2.1,16.0,,,,0
255362,2131362,2020,Nova Scotia,2021A000212,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693509,4.1.1.2.10.1.2.1,1.0,,,,0
257002,2148602,2020,Nova Scotia,2021A000212,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605309,4.2.1.2.1.1.2.1,117.0,,,,0
257042,2148642,2020,Nova Scotia,2021A000212,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603734,4.2.1.2.2.1.2.1,8.0,,,,0
257082,2148682,2020,Nova Scotia,2021A000212,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605084,4.2.1.2.3.1.2.1,15.0,,,,0
257122,2148722,2020,Nova Scotia,2021A000212,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603284,4.2.1.2.4.1.2.1,36.0,,,,0
257162,2148762,2020,Nova Scotia,2021A000212,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604409,4.2.1.2.5.1.2.1,18.0,,,,0
257202,2148802,2020,Nova Scotia,2021A000212,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604634,4.2.1.2.6.1.2.1,0.0,,,,0
257242,2148842,2020,Nova Scotia,2021A000212,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604184,4.2.1.2.7.1.2.1,15.0,,,,0
257282,2148882,2020,Nova Scotia,2021A000212,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604859,4.2.1.2.8.1.2.1,1.0,,,,0
257322,2148922,2020,Nova Scotia,2021A000212,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603959,4.2.1.2.9.1.2.1,22.0,,,,0
257362,2148962,2020,Nova Scotia,2021A000212,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603509,4.2.1.2.10.1.2.1,2.0,,,,0
259002,2166202,2020,New Brunswick,2021A000213,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695324,5.1.1.2.1.1.2.1,42.0,,,,0
259042,2166242,2020,New Brunswick,2021A000213,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693749,5.1.1.2.2.1.2.1,2.0,,,,0
259082,2166282,2020,New Brunswick,2021A000213,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695099,5.1.1.2.3.1.2.1,0.0,,,,0
259122,2166322,2020,New Brunswick,2021A000213,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693299,5.1.1.2.4.1.2.1,12.0,,,,0
259162,2166362,2020,New Brunswick,2021A000213,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694424,5.1.1.2.5.1.2.1,1.0,,,,0
259202,2166402,2020,New Brunswick,2021A000213,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694649,5.1.1.2.6.1.2.1,1.0,,,,0
259242,2166442,2020,New Brunswick,2021A000213,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694199,5.1.1.2.7.1.2.1,7.0,,,,0
259282,2166482,2020,New Brunswick,2021A000213,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694874,5.1.1.2.8.1.2.1,6.0,,,,0
259322,2166522,2020,New Brunswick,2021A000213,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693974,5.1.1.2.9.1.2.1,13.0,,,,0
259362,2166562,2020,New Brunswick,2021A000213,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693524,5.1.1.2.10.1.2.1,0.0,,,,0
261002,2183802,2020,New Brunswick,2021A000213,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605324,5.2.1.2.1.1.2.1,110.0,,,,0
261042,2183842,2020,New Brunswick,2021A000213,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603749,5.2.1.2.2.1.2.1,2.0,,,,0
261082,2183882,2020,New Brunswick,2021A000213,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605099,5.2.1.2.3.1.2.1,0.0,,,,0
261122,2183922,2020,New Brunswick,2021A000213,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603299,5.2.1.2.4.1.2.1,30.0,,,,0
261162,2183962,2020,New Brunswick,2021A000213,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604424,5.2.1.2.5.1.2.1,4.0,,,,0
261202,2184002,2020,New Brunswick,2021A000213,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604649,5.2.1.2.6.1.2.1,3.0,,,,0
261242,2184042,2020,New Brunswick,2021A000213,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604199,5.2.1.2.7.1.2.1,23.0,,,,0
261282,2184082,2020,New Brunswick,2021A000213,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604874,5.2.1.2.8.1.2.1,17.0,,,,0
261322,2184122,2020,New Brunswick,2021A000213,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603974,5.2.1.2.9.1.2.1,31.0,,,,0
261362,2184162,2020,New Brunswick,2021A000213,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603524,5.2.1.2.10.1.2.1,0.0,,,,0
263002,2201402,2020,Quebec,2021A000224,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695315,6.1.1.2.1.1.2.1,433.0,,,,0
263042,2201442,2020,Quebec,2021A000224,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693740,6.1.1.2.2.1.2.1,199.0,,,,0
263082,2201482,2020,Quebec,2021A000224,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695090,6.1.1.2.3.1.2.1,1.0,,,,0
263122,2201522,2020,Quebec,2021A000224,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693290,6.1.1.2.4.1.2.1,88.0,,,,0
263162,2201562,2020,Quebec,2021A000224,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694415,6.1.1.2.5.1.2.1,12.0,,,,0
263202,2201602,2020,Quebec,2021A000224,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694640,6.1.1.2.6.1.2.1,6.0,,,,0
263242,2201642,2020,Quebec,2021A000224,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694190,6.1.1.2.7.1.2.1,17.0,,,,0
263282,2201682,2020,Quebec,2021A000224,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694865,6.1.1.2.8.1.2.1,6.0,,,,0
263322,2201722,2020,Quebec,2021A000224,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693965,6.1.1.2.9.1.2.1,103.0,,,,0
263362,2201762,2020,Quebec,2021A000224,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693515,6.1.1.2.10.1.2.1,1.0,,,,0
265002,2219002,2020,Quebec,2021A000224,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605315,6.2.1.2.1.1.2.1,826.0,,,,0
265042,2219042,2020,Quebec,2021A000224,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603740,6.2.1.2.2.1.2.1,346.0,,,,0
265082,2219082,2020,Quebec,2021A000224,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605090,6.2.1.2.3.1.2.1,1.0,,,,0
265122,2219122,2020,Quebec,2021A000224,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603290,6.2.1.2.4.1.2.1,134.0,,,,0
265162,2219162,2020,Quebec,2021A000224,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604415,6.2.1.2.5.1.2.1,31.0,,,,0
265202,2219202,2020,Quebec,2021A000224,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604640,6.2.1.2.6.1.2.1,17.0,,,,0
265242,2219242,2020,Quebec,2021A000224,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604190,6.2.1.2.7.1.2.1,50.0,,,,0
265282,2219282,2020,Quebec,2021A000224,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604865,6.2.1.2.8.1.2.1,9.0,,,,0
265322,2219322,2020,Quebec,2021A000224,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603965,6.2.1.2.9.1.2.1,232.0,,,,0
265362,2219362,2020,Quebec,2021A000224,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603515,6.2.1.2.10.1.2.1,6.0,,,,0
267002,2236602,2020,Ontario,2021A000235,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695312,7.1.1.2.1.1.2.1,1199.0,,,,0
267042,2236642,2020,Ontario,2021A000235,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693737,7.1.1.2.2.1.2.1,639.0,,,,0
267082,2236682,2020,Ontario,2021A000235,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695087,7.1.1.2.3.1.2.1,9.0,,,,0
267122,2236722,2020,Ontario,2021A000235,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693287,7.1.1.2.4.1.2.1,162.0,,,,0
267162,2236762,2020,Ontario,2021A000235,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694412,7.1.1.2.5.1.2.1,27.0,,,,0
267202,2236802,2020,Ontario,2021A000235,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694637,7.1.1.2.6.1.2.1,3.0,,,,0
267242,2236842,2020,Ontario,2021A000235,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694187,7.1.1.2.7.1.2.1,18.0,,,,0
267282,2236882,2020,Ontario,2021A000235,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694862,7.1.1.2.8.1.2.1,46.0,,,,0
267322,2236922,2020,Ontario,2021A000235,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693962,7.1.1.2.9.1.2.1,285.0,,,,0
267362,2236962,2020,Ontario,2021A000235,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693512,7.1.1.2.10.1.2.1,10.0,,,,0
269002,2254202,2020,Ontario,2021A000235,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605312,7.2.1.2.1.1.2.1,2323.0,,,,0
269042,2254242,2020,Ontario,2021A000235,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603737,7.2.1.2.2.1.2.1,1028.0,,,,0
269082,2254282,2020,Ontario,2021A000235,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605087,7.2.1.2.3.1.2.1,25.0,,,,0
269122,2254322,2020,Ontario,2021A000235,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603287,7.2.1.2.4.1.2.1,310.0,,,,0
269162,2254362,2020,Ontario,2021A000235,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604412,7.2.1.2.5.1.2.1,88.0,,,,0
269202,2254402,2020,Ontario,2021A000235,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604637,7.2.1.2.6.1.2.1,14.0,,,,0
269242,2254442,2020,Ontario,2021A000235,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604187,7.2.1.2.7.1.2.1,73.0,,,,0
269282,2254482,2020,Ontario,2021A000235,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604862,7.2.1.2.8.1.2.1,168.0,,,,0
269322,2254522,2020,Ontario,2021A000235,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603962,7.2.1.2.9.1.2.1,596.0,,,,0
269362,2254562,2020,Ontario,2021A000235,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603512,7.2.1.2.10.1.2.1,21.0,,,,0
271002,2271802,2020,Manitoba,2021A000246,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695321,8.1.1.2.1.1.2.1,76.0,,,,0
271042,2271842,2020,Manitoba,2021A000246,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693746,8.1.1.2.2.1.2.1,28.0,,,,0
271082,2271882,2020,Manitoba,2021A000246,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695096,8.1.1.2.3.1.2.1,0.0,,,,0
271122,2271922,2020,Manitoba,2021A000246,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693296,8.1.1.2.4.1.2.1,10.0,,,,0
271162,2271962,2020,Manitoba,2021A000246,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694421,8.1.1.2.5.1.2.1,11.0,,,,0
271202,2272002,2020,Manitoba,2021A000246,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694646,8.1.1.2.6.1.2.1,0.0,,,,0
271242,2272042,2020,Manitoba,2021A000246,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694196,8.1.1.2.7.1.2.1,0.0,,,,0
271282,2272082,2020,Manitoba,2021A000246,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694871,8.1.1.2.8.1.2.1,16.0,,,,0
271322,2272122,2020,Manitoba,2021A000246,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693971,8.1.1.2.9.1.2.1,11.0,,,,0
271362,2272162,2020,Manitoba,2021A000246,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693521,8.1.1.2.10.1.2.1,0.0,,,,0
273002,2289402,2020,Manitoba,2021A000246,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605321,8.2.1.2.1.1.2.1,222.0,,,,0
273042,2289442,2020,Manitoba,2021A000246,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603746,8.2.1.2.2.1.2.1,50.0,,,,0
273082,2289482,2020,Manitoba,2021A000246,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605096,8.2.1.2.3.1.2.1,0.0,,,,0
273122,2289522,2020,Manitoba,2021A000246,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603296,8.2.1.2.4.1.2.1,46.0,,,,0
273162,2289562,2020,Manitoba,2021A000246,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604421,8.2.1.2.5.1.2.1,35.0,,,,0
